"జ్యతర్లంగం" అనగదీప స్తంభం అని అర్థం	"జ్యోతిర్లింగం" అనగా దీప స్తంభం అని అర్థం
"జయోతిర్లింగం" అనగా డీప సతంభం అని అరథం	"జ్యోతిర్లింగం" అనగా దీప స్తంభం అని అర్థం
ఇతిహ ా@సలప్రకరం రమయణంలో రా మడు,@ వి@ష ్ణవు ఏడ@వ అ వతారం	ఇతిహాసాల ప్రకారం రామాయణంలో రాముడు, విష్ణువు ఏడవ అవతారం
ఇతిహాసాల ప్రకారం రామాయణంలో రాముడు, విషణువు ఏడవ అవతారం	ఇతిహాసాల ప్రకారం రామాయణంలో రాముడు, విష్ణువు ఏడవ అవతారం
ఇత ిహాసల ప్రకారంరామాయణంలో రమ డు,వ ష్ణవు ఏడవ అవతారం	ఇతిహాసాల ప్రకారం రామాయణంలో రాముడు, విష్ణువు ఏడవ అవతారం
ఇక ్కడ రా ము డు న ి ర్మిం చిన సే తువ ుని #రామస ేత ు వ ు అని పి లుస ్త ార ు	ఇక్కడ రాముడు నిర్మించిన సేతువుని రామసేతువు అని పిలుస్తారు
ఇక్ కడ రాముడు నిర్ మించిన సేతువుని రామసేటువు అని పిలుస్ తారు	ఇక్కడ రాముడు నిర్మించిన సేతువుని రామసేతువు అని పిలుస్తారు
ఈ లింగమే గోఫురంలో కొలువ బడుతున్నదని నమ్ మకం	ఈ లింగమే గోపురంలో కొలువ బడుతున్నదని నమ్మకం
ఈ లింగమ ే గో ప ురంలో కొలు వ బ డు త ున్నదని నమ్మక ం	ఈ లింగమే గోపురంలో కొలువ బడుతున్నదని నమ్మకం
ఈ లంగన్న రామనాథశ్వర స్వామగ ప్రతష్ఠంచడు రాముడ	ఈ లింగాన్ని రామనాథేశ్వర స్వామిగా ప్రతిష్ఠించాడు రాముడు
ఈ లింగ ాన్ని ర ామనా థేశ్వర స్వ ామిగా ప్రతిష్ఠి ంచా డు రామ ుడు	ఈ లింగాన్ని రామనాథేశ్వర స్వామిగా ప్రతిష్ఠించాడు రాముడు
ఈ లింగా న్ ని రామనాథ ేశ్ వర స్ వామిగ ా ప్ రతిష్ఠించ ాడ ు రాముడు	ఈ లింగాన్ని రామనాథేశ్వర స్వామిగా ప్రతిష్ఠించాడు రాముడు
రమశ్ వరం శైవలకు, వష్ణవులకు అత్యంత పవిత్రస్థలం	రామేశ్వరం శైవులకు, వైష్ణవులకు అత్యంత పవిత్ర స్థలం
రామేశ్వరం శైవ@ులకు, వైష్ణవుల#కు అత్యంత పవిత్ర స్థలం	రామేశ్వరం శైవులకు, వైష్ణవులకు అత్యంత పవిత్ర స్థలం
రామశ్ వరం శవులక, వైష్ణవులక అత్యంత పవత్ర స్ థలం	రామేశ్వరం శైవులకు, వైష్ణవులకు అత్యంత పవిత్ర స్థలం
దేవాలయం గురంచి	దేవాలయం గురించి
దవలయం గరించ	దేవాలయం గురించి
ఈ దేవాలయ @పరధాన దైవం "రామనాథసవామి" (శివు డు)	ఈ దేవాలయ ప్రధాన దైవం "రామనాథస్వామి" (శివుడు)
ఈ దేవాలయ ప్రధ న దవం "రామనాథస్వామి" (శవ ుడు)	ఈ దేవాలయ ప్రధాన దైవం "రామనాథస్వామి" (శివుడు)
ఈ దైవం లిం#గా కా రంల ో ఉంటంది	ఈ దైవం లింగాకారంలో ఉంటుంది
ఈదవం లంగ కారంలఉంటంద	ఈ దైవం లింగాకారంలో ఉంటుంది
ఈ దై వం లింగాకరంల ఉంటంద ి	ఈ దైవం లింగాకారంలో ఉంటుంది
ఈ దేవాలయ గర్భగుడల రెండు లంగల ఉంటయ	ఈ దేవాలయ గర్భగుడిలో రెండు లింగాలు ఉంటాయి
ఈ దేవాలయ గర్భ గుడి లో రెండు లింగాలు ఉ ంటాయి	ఈ దేవాలయ గర్భగుడిలో రెండు లింగాలు ఉంటాయి
ఈ దవలయ గర్భగుడిల రండ లింగలు ఉంటాయ	ఈ దేవాలయ గర్భగుడిలో రెండు లింగాలు ఉంటాయి
ర ాము డు "విశ#్వలిం#గా న్@ని" మొడట ప ూ జ# ి ంచ ా లని స@ ూచి ంచాడు	రాముడు "విశ్వలింగాన్ని" మొడట పూజించాలని సూచించాడు
రాముడు "విశ్వలింగాన్ని" మొడట పూజించాలనిసూచించాడు	రాముడు "విశ్వలింగాన్ని" మొడట పూజించాలని సూచించాడు
ఆనట నండి ఈ సాంప్రదాయం కనసాగతుండి	ఆనాటి నుండి ఈ సాంప్రదాయం కొనసాగుతుంది
ఆనాటి నండి ఈ సంప్రదయం #కన@సాగుతంది	ఆనాటి నుండి ఈ సాంప్రదాయం కొనసాగుతుంది
దేవాలయానకి నలగు డకకుల# పదద పడ్డ గలి గ#పురల ఉన్నయి	దేవాలయానికి నాలుగు దిక్కుల పెద్ద పెద్ద గాలి గోపురాలు ఉన్నాయి
దేవాలయనక నాలుగ దిక్ కుల పద్ద పెడ్ద గల గపరల ఉన్నయ	దేవాలయానికి నాలుగు దిక్కుల పెద్ద పెద్ద గాలి గోపురాలు ఉన్నాయి
రెండవ క ా రి డార ్ ఇసుకరాయి సతంభా లు, దూలా లు, పై క ప్పుతోనూ తయారైనద ి	రెండవ కారిడార్ ఇసుకరాయి స్తంభాలు, దూలాలు, పైకప్పుతోనూ తయారైనది
ర ెండవ కార ిడ ార్ ఇస ుకరాయ ి స్తంభాలు, దూల ాలు, పైకపప ుతోనూ తయ ారైనది	రెండవ కారిడార్ ఇసుకరాయి స్తంభాలు, దూలాలు, పైకప్పుతోనూ తయారైనది
రండవ కరిడార్ ఇసుకరయ స్తంభల, దూలల, పైకప్పతన తయారనది	రెండవ కారిడార్ ఇసుకరాయి స్తంభాలు, దూలాలు, పైకప్పుతోనూ తయారైనది
ఇది "చ ొక ్కట్టన్ # మండపం@" గా ప్రస ిద ్ధ ి చె ంది ంది	ఇది "చొక్కట్టన్ మండపం"గా ప్రసిద్ధి చెందింది
ఇద#ి "చకకట్ట#న మండపం"గ ప్ రసద ధి చెందింద@	ఇది "చొక్కట్టన్ మండపం"గా ప్రసిద్ధి చెందింది
ఇచట ఉత్సవ విగ్ ర హాలను వస ంతో త్ స వం లో ఉంచుతారు	ఇచట ఉత్సవ విగ్రహాలను వసంతోత్సవంలో ఉంచుతారు
ఇచట ఉత్సవ విగ్రహాలను వసంతోతసవంలోఉంచుతారు	ఇచట ఉత్సవ విగ్రహాలను వసంతోత్సవంలో ఉంచుతారు
బయటి కర ిడర్ సముదయము 6	బయటి కారిడార్ సముదాయము 6
బయటి క ారి డ ార సము దాయము 6	బయటి కారిడార్ సముదాయము 6
వాటి వెడల్ప 15	వాటి వెడల్పు 15
వాటివెడల్పు 15	వాటి వెడల్పు 15
అ డుగుల నుండి 17 అడుగులు తూర్పు ప డమరలకునన ూ , 14	అడుగుల నుండి 17 అడుగులు తూర్పు పడమరలకున్నూ , 14
అ@దగ ల నుండ ి 17 అడగులు తూర్ప ు ప@డమరలకున్న , 14	అడుగుల నుండి 17 అడుగులు తూర్పు పడమరలకున్నూ , 14
అడుగు ల నుండి 17అడుగుల ు తూర్పు పడమరలకున్నూ , 14	అడుగుల నుండి 17 అడుగులు తూర్పు పడమరలకున్నూ , 14
నండ 1 7 అడుగల వ ెడల్పుత ో 1 72 అ డుగుల ఉత్తర@ దక ్షణాలకున్న విస్త రంచి ఉ#ంద	నుండి 17 అడుగుల వెడల్పుతో 172 అడుగులు ఉత్తర దక్షిణాలకున్నూ విస్తరించి ఉంది
నుండి 17 అడుగుల వెడల్ పుతో 172 అడుగులు ఉత్తర దక్షిణాలకున్నూ విస్తరించి ఉంది	నుండి 17 అడుగుల వెడల్పుతో 172 అడుగులు ఉత్తర దక్షిణాలకున్నూ విస్తరించి ఉంది
నుండి 17 అడుగుల వెడల్పుతో 172 అడు@గులు ఉత్తర దక్షిణాలకున్ నూ విస్త#రించి ఉంది	నుండి 17 అడుగుల వెడల్పుతో 172 అడుగులు ఉత్తర దక్షిణాలకున్నూ విస్తరించి ఉంది
ఈ కారిదార్ల మత్తం పొడవు 3850 మటర్ల ఉంటంద	ఈ కారిడార్ల మొత్తం పొడవు 3850 మీటర్లు ఉంటుంది
ఈ కా రిడార్ల మొత్తం@ పొడవు 3850 మీటర్లు ఉంటుంది	ఈ కారిడార్ల మొత్తం పొడవు 3850 మీటర్లు ఉంటుంది
అందుల సుమరు 1212 స్తంభల బయత కారడర్ల ఉంటాయ ి	అందులో సుమారు 1212 స్తంభాలు బయటి కారిడార్లో ఉంటాయి
అందులోసుమారు 1212సతంభాలు బయటికారిడార్లోఉంటాయి	అందులో సుమారు 1212 స్తంభాలు బయటి కారిడార్లో ఉంటాయి
వటి ఎత్త భూమినుండి పైకప్పు మధ్య భగనకి సుమార 30 అడగుల ఉంటుంద	వాటి ఎత్తు భూమినుండి పైకప్పు మధ్య భాగానికి సుమారు 30 అడుగులు ఉంటుంది
వాటి@ ఎత్తు భూమినుండి పైకప్పు మధయ భాగానికి సుమారు 30 అడుగులు ఉంటుంది	వాటి ఎత్తు భూమినుండి పైకప్పు మధ్య భాగానికి సుమారు 30 అడుగులు ఉంటుంది
ముఖ్యగపురం లదా "రజగపరం:53 మతర్ల ఎత్త ఉంతంద	ముఖ్య గోపురం లేదా "రాజగోపురం: 53 మీటర్ల ఎత్తు ఉంటుంది
మఖ్య గోపరం లద "రాజగపురం: 53 మీటర్ల ఎత్తు ఉంటుంద	ముఖ్య గోపురం లేదా "రాజగోపురం: 53 మీటర్ల ఎత్తు ఉంటుంది
ముఖ్య గోపురం లేదా "రజగపురం: 53 మీటర్ల ఎతతఉంటుంది	ముఖ్య గోపురం లేదా "రాజగోపురం: 53 మీటర్ల ఎత్తు ఉంటుంది
అనక స్థంబాల వ్యక్తగత కర్పుత చెక్కబడనయ	అనేక స్థాంబాలు వ్యక్తిగత కూర్పుతో చెక్కబడినాయి
అనేక స ్థా ంబాలువ్యక్తిగ త కూరపుతో చెక ్కబడ ినాయ ి	అనేక స్థాంబాలు వ్యక్తిగత కూర్పుతో చెక్కబడినాయి
ఆలయ సమదయం ల , రామశ ్వ రం చత్ ట గల విగ్ర హాలు	ఆలయ సముదాయంలో , రామేశ్వరం చుట్టూ గల విగ్రహాలు
ఆలయ సముదాయంలో , రామేశ్వరం చుత్తూ గల విగ్రహాలు	ఆలయ సముదాయంలో , రామేశ్వరం చుట్టూ గల విగ్రహాలు
ఆలయ సముదాయంల, రమేశ్వరం చట్టూగల విగ్రహాల	ఆలయ సముదాయంలో , రామేశ్వరం చుట్టూ గల విగ్రహాలు
ఇచట రామనథస్వామ , విశాలాక్షి దవతలవగ్రహాల వడవిడగ ఉన్నయి	ఇచట రామనాథస్వామి , విశాలాక్షి దేవతల విగ్రహాలు విడివిడిగా ఉన్నాయి
ఇచట రామనాథస్వామి , విశాలక్ష దేవతల వగ్రహాలు వడివడిగా ఉన్నయ	ఇచట రామనాథస్వామి , విశాలాక్షి దేవతల విగ్రహాలు విడివిడిగా ఉన్నాయి
ఇచ ట రా మనాథస ్వామి , వ ి శ ాలాకషి దే వతల విగ్ రహ ాలు వ ిడివిడిగ ా ఉన్నా యి	ఇచట రామనాథస్వామి , విశాలాక్షి దేవతల విగ్రహాలు విడివిడిగా ఉన్నాయి
ఇవ @ఒక కరడార్ త వరుచయబ@డి నా య	ఇవి ఒక కారిడార్ తో వేరుచేయబడినాయి
ఇవి ఒక కారిడార్ తో వేరుచేయబడ ినాయి	ఇవి ఒక కారిడార్ తో వేరుచేయబడినాయి
ఇవ ఒక కారిడార త వరచయబడినయ ి	ఇవి ఒక కారిడార్ తో వేరుచేయబడినాయి
ఈ ద ేవాలయ ం లో వివ ిధ రకాల మండపాలు ఉ న్ నాయి	ఈ దేవాలయంలో వివిధ రకాల మండపాలు ఉన్నాయి
ఈ దేవాలయంలో వివిధ రకాలమండఫాలు ఉన్నాయి	ఈ దేవాలయంలో వివిధ రకాల మండపాలు ఉన్నాయి
ఈ దేవ ాలయంలో వివిధరక ాలమండపాలు ఉన్నాయి	ఈ దేవాలయంలో వివిధ రకాల మండపాలు ఉన్నాయి
అవి అనుప్పు మండపం, సుక్రవార మండఫం, సేటుపతి మందపం, కళయాణ మండపం , నంది మందపం	అవి అనుప్పు మండపం, సుక్రవార మండపం, సేతుపతి మండపం, కళ్యాణ మండపం , నంది మండపం
అవి అనుపపు మండపం, సుకరవార మండపం, సేతుపతి మండపం, కళయాణ మండపం , నంది మండపం	అవి అనుప్పు మండపం, సుక్రవార మండపం, సేతుపతి మండపం, కళ్యాణ మండపం , నంది మండపం
అ వి అనుప్పు మం డపం, సు క్రవార మండపం, స ేతుపతి మండ పం , కళ్య ాణ మండపం , నంది మండపం	అవి అనుప్పు మండపం, సుక్రవార మండపం, సేతుపతి మండపం, కళ్యాణ మండపం , నంది మండపం
జ్యతిర్లంగల	జ్యోతిర్లింగాలు
జ్యోతిర ్లం గ ాలు	జ్యోతిర్లింగాలు
జ్ యోతిర్లి ంగాలు	జ్యోతిర్లింగాలు
దే వాలయ ప ుష్కరణి	దేవాలయ పుష్కరణి
దేవా లయ పుషకరణి	దేవాలయ పుష్కరణి
దవాలయ పుష్ కరణి	దేవాలయ పుష్కరణి
సక ాంద ప ురాణం పరకారం, వ# ాటిల ో 24# ముఖ్యమై@నవి	స్కాంద పురాణం ప్రకారం, వాటిలో 24 ముఖ్యమైనవి
స్కాంద పురాణం ప్రకారం, వాటిలో 24 ముఖ్ యమైనవి	స్కాంద పురాణం ప్రకారం, వాటిలో 24 ముఖ్యమైనవి
స్క ాంద పు ర ాణం ప్రక ారం, వా తి లో 24 మ ుఖ్యమ ైనవ ి	స్కాంద పురాణం ప్రకారం, వాటిలో 24 ముఖ్యమైనవి
ఈ తీర్థాలలో స్ నానమాచరించడం తపససుతో సమానంగా భావిసతారు పరయాటకులు	ఈ తీర్థాలలో స్నానమాచరించడం తపస్సుతో సమానంగా భావిస్తారు పర్యాటకులు
ఈతీర్ థాలలో స్నానమాచరించడం తపస్స ుతోసమానంగా భావిస్తారు పర్యాటకు లు	ఈ తీర్థాలలో స్నానమాచరించడం తపస్సుతో సమానంగా భావిస్తారు పర్యాటకులు
ఈ తీర్థాలలో స నానమాచరించడం తపస్సుతో సమానంగా భావిసతారు పరయాటకులు	ఈ తీర్థాలలో స్నానమాచరించడం తపస్సుతో సమానంగా భావిస్తారు పర్యాటకులు
వా టి లో 22తీర్థములు రామనాథస్వామిదేవాలయంలోనేఉన్నవి	వాటిలో 22 తీర్థములు రామనాథస్వామి దేవాలయంలోనే ఉన్నవి
వట ల 22 తీర్ థమల ర మనాథస్ వా మ డేవాలయంలోనే ఉన్నవ	వాటిలో 22 తీర్థములు రామనాథస్వామి దేవాలయంలోనే ఉన్నవి
అ న ే సఖ ్య రాముని య ొ క్ క అమ్ములప ొది లో గల 2 2 బ ాణమ ు లన ు సూచ ి స్తు ంది	అనే సఖ్య రాముని యొక్క అమ్ములపొదిలో గల 22 బాణములను సూచిస్తుంది
అనే స ఖ్య ర ముని యొక్ క అమ్ములపదిల గల 22 బ ా ణ మలను సూచి స ్ తుంద ి	అనే సఖ్య రాముని యొక్క అమ్ములపొదిలో గల 22 బాణములను సూచిస్తుంది
అ న ే సఖ ్య ర ా మ ుని యొకక అ మములపొది లో గల 22 బాణ ములను సూచిస్ టుం ది	అనే సఖ్య రాముని యొక్క అమ్ములపొదిలో గల 22 బాణములను సూచిస్తుంది
వాటలో ప్రధాన తీర్థం "అగని తీరథం"	వాటిలో ప్రధాన తీర్థం "అగ్ని తీర్థం"
వాటిలో ప్రధానతీరథం "అగ్ని తీర్థం"	వాటిలో ప్రధాన తీర్థం "అగ్ని తీర్థం"
వటిలో ప్రధన తర్థం "అగ్న తీర్థం"	వాటిలో ప్రధాన తీర్థం "అగ్ని తీర్థం"
అడిబంగాళా ఖాతంసముద్రం	అది బంగాళా ఖాతం సముద్రం
అద బంగాళ ఖతం సమద్రం	అది బంగాళా ఖాతం సముద్రం
నట ప్రమ ఖ్యత	నేటి ప్రాముఖ్యత
నేతి ఫ్ర ాముఖ్ యత	నేటి ప్రాముఖ్యత
చార్ థ ామ్	చార్ థామ్
చ ార ్ థ ా మ్	చార్ థామ్
చర్ థామ్	చార్ థామ్
మ#గలనవి బద్రీన ా@థ్, పూరీ, ద్వ@ా రకలు	మిగిలినవి బద్రీనాథ్, పూరీ, ద్వారకలు
మిగిల ినవి బదర ీనాథ్, పూరీ, ద్వారకలు	మిగిలినవి బద్రీనాథ్, పూరీ, ద్వారకలు
ఆయన హిందూ సాథు సంస్థలను భారట దేశ వయాప్తంగా నెలకొలపినట్టు ఆధారాలుననా య ి	ఆయన హిందూ సాథు సంస్థలను భారత దేశ వ్యాప్తంగా నెలకొల్పినట్టు ఆధారాలున్నాయి
ఆయన హ ందూ సథు స ంస్థలన భారత దేశ వ్యప ్ తంగా నెలకల్పనట్ట ఆధరాలన్ నయి	ఆయన హిందూ సాథు సంస్థలను భారత దేశ వ్యాప్తంగా నెలకొల్పినట్టు ఆధారాలున్నాయి
ఇచట చార్‌ధామ్‌ లలో@ ఒకటిగ ాఈదేవాలయాన్నినె లకొల్పిన#ట్ల ు ఆధారాలున@్నాయి	ఇచట చార్‌ధామ్‌ లలో ఒకటిగా ఈ దేవాలయాన్ని నెలకొల్పినట్లు ఆధారాలున్నాయి
ఇచట చార‌ధామ్‌ లలో ఒకటిగా ఈ దేవాలయానని నెలకొలపినట్లు ఆధారాలున్ నాయి	ఇచట చార్‌ధామ్‌ లలో ఒకటిగా ఈ దేవాలయాన్ని నెలకొల్పినట్లు ఆధారాలున్నాయి
ఇచట చార్‌ధామ్‌ లలో ఒకటిగ ఈ ద#వాలయన్న నలకొల్పనట్ల ఆధరలన్నయ	ఇచట చార్‌ధామ్‌ లలో ఒకటిగా ఈ దేవాలయాన్ని నెలకొల్పినట్లు ఆధారాలున్నాయి
భరత దశం నలమలలా నలుగు మఠలనెలకల్పడ	భారత దేశం నలుమూలలా నాలుగు మఠాలు నెలకొల్పాడు
భారత దేశం నలుమూలల నాల#గు మఠాల నెలకల్పడు	భారత దేశం నలుమూలలా నాలుగు మఠాలు నెలకొల్పాడు
భారత దేశం నలుమూలలా నాలుగు@ మఠాలు నెలకొల్పాడు	భారత దేశం నలుమూలలా నాలుగు మఠాలు నెలకొల్పాడు
అవ: బద్ రీనాథ్ , కదా#ర్‌నథ్, గంగోత్ రి, య#మున@త్రి	అవి: బద్రీనాథ్, కేదార్‌నాథ్, గంగోత్రి, యమునోత్రి
అవి: బదరీ#నాథ్, కేదార్‌నాథ, గంగోత్రి, యమునోతరి	అవి: బద్రీనాథ్, కేదార్‌నాథ్, గంగోత్రి, యమునోత్రి
అ వి: బ ద్రీ న ాథ్ , క ేద ార్‌నాథ్, గంగో త్ర ి, యమ ునో త్రి	అవి: బద్రీనాథ్, కేదార్‌నాథ్, గంగోత్రి, యమునోత్రి
ఈ నాలగ క్షత్రాలు కడా హిమలయాల దిగువ ఫ్రంటలలో ఉన్నయ	ఈ నాలుగు క్షేత్రాలు కూడా హిమాలయాల దిగువ ప్రాంతాలలో ఉన్నాయి
ఈ న ాలుగు క్ష ేత్రాలు కూడా హి మాలయా ల దిగు వ ప్రాంతాలలో ఉన్నాయి	ఈ నాలుగు క్షేత్రాలు కూడా హిమాలయాల దిగువ ప్రాంతాలలో ఉన్నాయి
జయోతిరలింగం	జ్యోతిర్లింగం
జ్యత ి ర్లిం గం	జ్యోతిర్లింగం
ఈ వా దులాట కాస ్త వివాదంగా మార ింద ి	ఈ వాదులాట కాస్త వివాదంగా మారింది
ఈ వాదులాట కాసత వివదంగ మరంద	ఈ వాదులాట కాస్త వివాదంగా మారింది
